Epoch,Input,Reservoir,Output
1662,0,0,200
1663,0,0,200
1664,0,0,200
1665,0,0,200
1666,0,0,200
1667,0,0,200
1668,0,0,200
1669,0,0,200
1670,0,0,200
1671,0,0,200
1672,0,0,200
1673,0,0,200
1674,0,0,200
1675,0,0,200
1676,0,0,200
1677,0,0,200
1678,0,0,200
1679,0,0,200
1680,0,0,200
1681,0,0,200
1682,0,0,200
1683,0,0,200
1684,0,0,200
1685,0,0,200
1686,0,0,200
1687,0,0,200
1688,0,0,200
1689,0,0,200
1690,0,0,200
1691,0,0,200
1692,0,0,200
1693,0,0,200
1694,0,0,200
1695,0,0,200
1696,0,0,200
1697,0,0,200
1698,0,0,200
1699,0,0,200
1700,0,0,200
1701,0,0,200
1702,0,0,200
1703,0,0,200
1704,0,0,200
1705,0,0,200
1706,0,0,200
1707,0,0,200
1708,0,0,200
1709,0,0,200
1710,0,0,200
1711,0,0,200
1712,0,0,200
1713,0,0,200
1714,0,0,200
1715,0,0,200
1716,0,0,200
1717,0,0,200
1718,0,0,200
1719,0,0,200
1720,0,0,200
1721,0,0,200
1722,0,0,200
1723,0,0,200
1724,0,0,200
1725,0,0,200
1726,0,0,200
1727,0,0,200
1728,0,0,200
1729,0,0,200
1730,0,0,200
1731,0,0,200
1732,0,0,200
1733,0,0,200
1734,0,0,200
1735,0,0,200
1736,0,0,200
1737,0,0,200
1738,0,0,200
1739,0,0,200
1740,0,0,200
1741,0,0,200
1742,0,0,200
1743,0,0,200
1744,0,0,200
1745,0,0,200
1746,0,0,200
1747,0,0,200
1748,0,0,200
1749,0,0,200
1750,0,0,200
1751,0,0,200
1752,0,0,200
1753,0,0,200
1754,0,0,200
1755,0,0,200
1756,0,0,200
1757,0,0,200
1758,0,0,200
1759,0,0,200
1760,0,0,200
1761,0,0,200
1762,0,0,200
1763,0,0,200
1764,0,0,200
1765,0,0,200
1766,0,0,200
1767,0,0,200
1768,0,0,200
1769,0,0,200
1770,0,0,200
1771,0,0,200
1772,0,0,200
1773,0,0,200
1774,0,0,200
1775,0,0,200
1776,0,0,200
1777,0,0,200
1778,0,0,200
1779,0,0,200
1780,0,0,200
1781,0,0,200
1782,0,0,200
1783,0,0,200
1784,0,0,200
1785,0,0,200
1786,0,0,200
1787,0,0,200
1788,0,0,200
1789,0,0,200
1790,0,0,200
1791,0,0,200
1792,0,0,200
1793,0,0,200
1794,0,0,200
1795,0,0,200
1796,0,0,200
1797,0,0,200
1798,0,0,200
1799,0,0,200
1800,0,0,200
1801,0,0,200
1802,0,0,200
1803,0,0,200
1804,0,0,200
1805,0,0,200
1806,0,0,200
1807,0,0,200
1808,0,0,200
1809,0,0,200
1810,0,0,200
1811,0,0,200
1812,0,0,200
1813,0,0,200
1814,0,0,200
1815,0,0,200
1816,0,0,200
1817,0,0,200
1818,0,0,200
1819,0,0,200
1820,0,0,200
1821,0,0,200
1822,0,0,200
1823,0,0,200
1824,0,0,200
1825,0,0,200
1826,0,0,200
1827,0,0,200
1828,0,0,200
1829,0,0,200
1830,0,0,200
1831,0,0,200
1832,0,0,200
1833,0,0,200
1834,0,0,200
1835,0,0,200
1836,0,0,200
1837,0,0,200
1838,0,0,200
1839,0,0,200
1840,0,0,200
1841,0,0,200
1842,0,0,200
1843,0,0,200
1844,0,0,200
1845,0,0,200
1846,0,0,200
1847,0,0,200
1848,0,0,200
1849,0,0,200
1850,0,0,200
1851,0,0,200
1852,0,0,200
1853,0,0,200
1854,0,0,200
1855,0,0,200
1856,0,0,200
1857,0,0,200
1858,0,0,200
1859,0,0,200
1860,0,0,200
1861,0,0,200
1862,0,0,200
1863,0,0,200
1864,0,0,200
1865,0,0,200
1866,0,0,200
1867,0,0,200
1868,0,0,200
1869,0,0,200
1870,0,0,200
1871,0,0,200
1872,0,0,200
1873,0,0,200
1874,0,0,200
1875,0,0,200
1876,0,0,200
1877,0,0,200
1878,0,0,200
1879,0,0,200
1880,0,0,200
1881,0,0,200
1882,0,0,200
1883,0,0,200
1884,0,0,200
1885,0,0,200
1886,0,0,200
1887,0,0,200
1888,0,0,200
1889,0,0,200
1890,0,0,200
1891,0,0,200
1892,0,0,200
1893,0,0,200
1894,0,0,200
1895,0,0,200
1896,0,0,200
1897,0,0,200
1898,0,0,200
1899,0,0,200
1900,0,0,200
1901,0,0,200
1902,0,0,200
1903,0,0,200
1904,0,0,200
1905,0,0,200
1906,0,0,200
1907,0,0,200
1908,0,0,200
1909,0,0,200
1910,0,0,200
1911,0,0,200
1912,0,0,200
1913,0,0,200
1914,0,0,200
1915,0,0,200
1916,0,0,200
1917,0,0,200
1918,0,0,200
1919,0,0,200
1920,0,0,200
1921,0,0,200
1922,0,0,200
1923,0,0,200
1924,0,0,200
1925,0,0,200
1926,0,0,200
1927,0,0,200
1928,0,0,200
1929,0,0,200
1930,0,0,200
1931,0,0,200
1932,0,0,200
1933,0,0,200
1934,0,0,200
1935,0,0,200
1936,0,0,200
1937,0,0,200
1938,0,0,200
1939,0,0,200
1940,0,0,200
1941,0,0,200
1942,0,0,200
1943,0,0,200
1944,0,0,200
1945,0,0,200
1946,0,0,200
1947,0,0,200
1948,0,0,200
1949,0,0,200
1950,0,0,200
1951,0,0,200
1952,0,0,200
1953,0,0,200
1954,0,0,200
1955,0,0,200
1956,0,0,200
1957,0,0,200
1958,0,0,200
1959,0,0,200
1960,0,0,200
1961,0,0,200
1962,0,0,200
1963,0,0,200
1964,0,0,200
1965,0,0,200
1966,0,0,200
1967,0,0,200
1968,0,0,200
1969,0,0,200
1970,0,0,200
1971,0,0,200
1972,0,0,200
1973,0,0,200
1974,0,0,200
1975,0,0,200
1976,0,0,200
1977,0,0,200
1978,0,0,200
1979,0,0,200
1980,0,0,200
1981,0,0,200
1982,0,0,200
1983,0,0,200
1984,0,0,200
1985,0,0,200
1986,0,0,200
1987,0,0,200
1988,0,0,200
1989,0,0,200
1990,0,0,200
1991,0,0,200
1992,0,0,200
1993,0,0,200
1994,0,0,200
1995,0,0,200
1996,0,0,200
1997,0,0,200
1998,0,0,200
1999,0,0,200
